FeeID,StudentID,Term,AmountDue,AmountPaid,PaymentStatus,PaymentMode
1651,551,Term 1,8000,8000,Paid,Razorpay (Online)
1652,551,Term 2,8000,8000,Paid,Cash
1653,551,Term 3,8000,8000,Paid,Cash
1654,552,Term 1,8000,8000,Paid,Bank Transfer
1655,552,Term 2,8000,491,Overdue,
1656,552,Term 3,8000,8000,Paid,Razorpay (Online)
1657,553,Term 1,8000,1315,Overdue,
1658,553,Term 2,8000,0,Pending,
1659,553,Term 3,8000,8000,Paid,Bank Transfer
1660,554,Term 1,8000,8000,Paid,Razorpay (Online)
1661,554,Term 2,8000,0,Pending,
1662,554,Term 3,8000,8000,Paid,Razorpay (Online)
1663,555,Term 1,8000,8000,Paid,Razorpay (Online)
1664,555,Term 2,8000,8000,Paid,Razorpay (Online)
1665,555,Term 3,8000,8000,Paid,Razorpay (Online)
1666,556,Term 1,8000,8000,Paid,Razorpay (Online)
1667,556,Term 2,8000,435,Overdue,
1668,556,Term 3,8000,0,Pending,
1669,557,Term 1,8000,0,Pending,
1670,557,Term 2,8000,1650,Overdue,
1671,557,Term 3,8000,8000,Paid,Razorpay (Online)
1672,558,Term 1,8000,8000,Paid,Razorpay (Online)
1673,558,Term 2,8000,8000,Paid,Cash
1674,558,Term 3,8000,8000,Paid,Razorpay (Online)
1675,559,Term 1,8000,8000,Paid,Bank Transfer
1676,559,Term 2,8000,8000,Paid,Cash
1677,559,Term 3,8000,8000,Paid,Cash
1678,560,Term 1,8000,8000,Paid,Razorpay (Online)
1679,560,Term 2,8000,8000,Paid,Razorpay (Online)
1680,560,Term 3,8000,8000,Paid,Razorpay (Online)
1681,561,Term 1,8000,0,Pending,
1682,561,Term 2,8000,1646,Overdue,
1683,561,Term 3,8000,8000,Paid,Cash
1684,562,Term 1,8000,0,Pending,
1685,562,Term 2,8000,8000,Paid,Razorpay (Online)
1686,562,Term 3,8000,8000,Paid,Razorpay (Online)
1687,563,Term 1,8000,8000,Paid,Razorpay (Online)
1688,563,Term 2,8000,0,Pending,
1689,563,Term 3,8000,8000,Paid,Razorpay (Online)
1690,564,Term 1,8000,8000,Paid,Razorpay (Online)
1691,564,Term 2,8000,8000,Paid,Cash
1692,564,Term 3,8000,8000,Paid,Cash
1693,565,Term 1,8000,8000,Paid,Bank Transfer
1694,565,Term 2,8000,8000,Paid,Razorpay (Online)
1695,565,Term 3,8000,0,Pending,
1696,566,Term 1,8000,8000,Paid,Razorpay (Online)
1697,566,Term 2,8000,8000,Paid,Cash
1698,566,Term 3,8000,8000,Paid,Cash
1699,567,Term 1,8000,8000,Paid,Bank Transfer
1700,567,Term 2,8000,8000,Paid,Razorpay (Online)
1701,567,Term 3,8000,0,Pending,
1702,568,Term 1,8000,1093,Overdue,
1703,568,Term 2,8000,8000,Paid,Razorpay (Online)
1704,568,Term 3,8000,0,Pending,
1705,569,Term 1,8000,8000,Paid,Cash
1706,569,Term 2,8000,0,Pending,
1707,569,Term 3,8000,8000,Paid,Bank Transfer
1708,570,Term 1,8000,8000,Paid,Razorpay (Online)
1709,570,Term 2,8000,8000,Paid,Razorpay (Online)
1710,570,Term 3,8000,8000,Paid,Razorpay (Online)
1711,571,Term 1,8000,8000,Paid,Razorpay (Online)
1712,571,Term 2,8000,8000,Paid,Razorpay (Online)
1713,571,Term 3,8000,8000,Paid,Razorpay (Online)
1714,572,Term 1,8000,8000,Paid,Cash
1715,572,Term 2,8000,0,Pending,
1716,572,Term 3,8000,8000,Paid,Cash
1717,573,Term 1,8000,8000,Paid,Cash
1718,573,Term 2,8000,0,Pending,
1719,573,Term 3,8000,8000,Paid,Cash
1720,574,Term 1,8000,0,Pending,
1721,574,Term 2,8000,8000,Paid,Bank Transfer
1722,574,Term 3,8000,0,Pending,
1723,575,Term 1,8000,8000,Paid,Razorpay (Online)
1724,575,Term 2,8000,8000,Paid,Cash
1725,575,Term 3,8000,8000,Paid,Razorpay (Online)
1726,576,Term 1,8000,8000,Paid,Bank Transfer
1727,576,Term 2,8000,8000,Paid,Razorpay (Online)
1728,576,Term 3,8000,8000,Paid,Razorpay (Online)
1729,577,Term 1,8000,8000,Paid,Razorpay (Online)
1730,577,Term 2,8000,8000,Paid,Razorpay (Online)
1731,577,Term 3,8000,8000,Paid,Cash
1732,578,Term 1,8000,0,Pending,
1733,578,Term 2,8000,0,Pending,
1734,578,Term 3,8000,8000,Paid,Cash
1735,579,Term 1,8000,8000,Paid,Razorpay (Online)
1736,579,Term 2,8000,0,Pending,
1737,579,Term 3,8000,8000,Paid,Cash
1738,580,Term 1,8000,8000,Paid,Razorpay (Online)
1739,580,Term 2,8000,8000,Paid,Razorpay (Online)
1740,580,Term 3,8000,0,Pending,
1741,581,Term 1,8000,8000,Paid,Razorpay (Online)
1742,581,Term 2,8000,8000,Paid,Bank Transfer
1743,581,Term 3,8000,8000,Paid,Razorpay (Online)
1744,582,Term 1,8000,8000,Paid,Razorpay (Online)
1745,582,Term 2,8000,3264,Overdue,
1746,582,Term 3,8000,8000,Paid,Bank Transfer
1747,583,Term 1,8000,8000,Paid,Razorpay (Online)
1748,583,Term 2,8000,8000,Paid,Razorpay (Online)
1749,583,Term 3,8000,0,Pending,
1750,584,Term 1,8000,8000,Paid,Razorpay (Online)
1751,584,Term 2,8000,8000,Paid,Razorpay (Online)
1752,584,Term 3,8000,8000,Paid,Razorpay (Online)
1753,585,Term 1,8000,8000,Paid,Razorpay (Online)
1754,585,Term 2,8000,8000,Paid,Razorpay (Online)
1755,585,Term 3,8000,0,Pending,
1756,586,Term 1,8000,8000,Paid,Razorpay (Online)
1757,586,Term 2,8000,8000,Paid,Razorpay (Online)
1758,586,Term 3,8000,8000,Paid,Bank Transfer
1759,587,Term 1,8000,0,Pending,
1760,587,Term 2,8000,8000,Paid,Cash
1761,587,Term 3,8000,8000,Paid,Razorpay (Online)
1762,588,Term 1,8000,2079,Overdue,
1763,588,Term 2,8000,8000,Paid,Cash
1764,588,Term 3,8000,8000,Paid,Bank Transfer
1765,589,Term 1,8000,8000,Paid,Razorpay (Online)
1766,589,Term 2,8000,8000,Paid,Razorpay (Online)
1767,589,Term 3,8000,8000,Paid,Razorpay (Online)
1768,590,Term 1,8000,8000,Paid,Razorpay (Online)
1769,590,Term 2,8000,8000,Paid,Cash
1770,590,Term 3,8000,8000,Paid,Cash
1771,591,Term 1,8000,0,Pending,
1772,591,Term 2,8000,8000,Paid,Bank Transfer
1773,591,Term 3,8000,8000,Paid,Razorpay (Online)
1774,592,Term 1,8000,8000,Paid,Razorpay (Online)
1775,592,Term 2,8000,8000,Paid,Bank Transfer
1776,592,Term 3,8000,1948,Overdue,
1777,593,Term 1,8000,8000,Paid,Razorpay (Online)
1778,593,Term 2,8000,8000,Paid,Razorpay (Online)
1779,593,Term 3,8000,8000,Paid,Cash
1780,594,Term 1,8000,208,Overdue,
1781,594,Term 2,8000,8000,Paid,Razorpay (Online)
1782,594,Term 3,8000,3324,Overdue,
1783,595,Term 1,8000,3244,Overdue,
1784,595,Term 2,8000,8000,Paid,Razorpay (Online)
1785,595,Term 3,8000,3101,Overdue,
1786,596,Term 1,8000,8000,Paid,Cash
1787,596,Term 2,8000,8000,Paid,Razorpay (Online)
1788,596,Term 3,8000,8000,Paid,Razorpay (Online)
1789,597,Term 1,8000,8000,Paid,Razorpay (Online)
1790,597,Term 2,8000,8000,Paid,Razorpay (Online)
1791,597,Term 3,8000,3251,Overdue,
1792,598,Term 1,8000,0,Pending,
1793,598,Term 2,8000,8000,Paid,Razorpay (Online)
1794,598,Term 3,8000,113,Overdue,
1795,599,Term 1,8000,0,Pending,
1796,599,Term 2,8000,8000,Paid,Razorpay (Online)
1797,599,Term 3,8000,1371,Overdue,
1798,600,Term 1,8000,1802,Overdue,
1799,600,Term 2,8000,8000,Paid,Razorpay (Online)
1800,600,Term 3,8000,8000,Paid,Razorpay (Online)
1801,601,Term 1,8000,339,Overdue,
1802,601,Term 2,8000,8000,Paid,Cash
1803,601,Term 3,8000,8000,Paid,Cash
1804,602,Term 1,8000,0,Pending,
1805,602,Term 2,8000,8000,Paid,Razorpay (Online)
1806,602,Term 3,8000,920,Overdue,
1807,603,Term 1,8000,0,Pending,
1808,603,Term 2,8000,8000,Paid,Razorpay (Online)
1809,603,Term 3,8000,1096,Overdue,
1810,604,Term 1,8000,0,Pending,
1811,604,Term 2,8000,8000,Paid,Razorpay (Online)
1812,604,Term 3,8000,8000,Paid,Razorpay (Online)
1813,605,Term 1,8000,8000,Paid,Cash
1814,605,Term 2,8000,8000,Paid,Cash
1815,605,Term 3,8000,0,Pending,
1816,606,Term 1,8000,8000,Paid,Razorpay (Online)
1817,606,Term 2,8000,8000,Paid,Razorpay (Online)
1818,606,Term 3,8000,8000,Paid,Razorpay (Online)
1819,607,Term 1,8000,8000,Paid,Razorpay (Online)
1820,607,Term 2,8000,8000,Paid,Razorpay (Online)
1821,607,Term 3,8000,8000,Paid,Razorpay (Online)
1822,608,Term 1,8000,1806,Overdue,
1823,608,Term 2,8000,0,Pending,
1824,608,Term 3,8000,8000,Paid,Cash
1825,609,Term 1,8000,8000,Paid,Razorpay (Online)
1826,609,Term 2,8000,8000,Paid,Cash
1827,609,Term 3,8000,0,Pending,
1828,610,Term 1,8000,8000,Paid,Cash
1829,610,Term 2,8000,8000,Paid,Cash
1830,610,Term 3,8000,8000,Paid,Razorpay (Online)
1831,611,Term 1,8000,8000,Paid,Razorpay (Online)
1832,611,Term 2,8000,0,Pending,
1833,611,Term 3,8000,8000,Paid,Razorpay (Online)
1834,612,Term 1,8000,8000,Paid,Razorpay (Online)
1835,612,Term 2,8000,8000,Paid,Cash
1836,612,Term 3,8000,8000,Paid,Cash
1837,613,Term 1,8000,0,Pending,
1838,613,Term 2,8000,2099,Overdue,
1839,613,Term 3,8000,8000,Paid,Bank Transfer
1840,614,Term 1,8000,1121,Overdue,
1841,614,Term 2,8000,8000,Paid,Cash
1842,614,Term 3,8000,1169,Overdue,
1843,615,Term 1,8000,8000,Paid,Razorpay (Online)
1844,615,Term 2,8000,8000,Paid,Bank Transfer
1845,615,Term 3,8000,8000,Paid,Razorpay (Online)
1846,616,Term 1,8000,8000,Paid,Razorpay (Online)
1847,616,Term 2,8000,8000,Paid,Razorpay (Online)
1848,616,Term 3,8000,8000,Paid,Cash
1849,617,Term 1,8000,8000,Paid,Razorpay (Online)
1850,617,Term 2,8000,8000,Paid,Razorpay (Online)
1851,617,Term 3,8000,0,Pending,
1852,618,Term 1,8000,8000,Paid,Razorpay (Online)
1853,618,Term 2,8000,2494,Overdue,
1854,618,Term 3,8000,8000,Paid,Razorpay (Online)
1855,619,Term 1,8000,8000,Paid,Cash
1856,619,Term 2,8000,1440,Overdue,
1857,619,Term 3,8000,8000,Paid,Cash
1858,620,Term 1,8000,0,Pending,
1859,620,Term 2,8000,8000,Paid,Razorpay (Online)
1860,620,Term 3,8000,8000,Paid,Razorpay (Online)
1861,621,Term 1,8000,8000,Paid,Cash
1862,621,Term 2,8000,8000,Paid,Razorpay (Online)
1863,621,Term 3,8000,8000,Paid,Razorpay (Online)
1864,622,Term 1,8000,8000,Paid,Razorpay (Online)
1865,622,Term 2,8000,8000,Paid,Razorpay (Online)
1866,622,Term 3,8000,8000,Paid,Razorpay (Online)
1867,623,Term 1,8000,0,Pending,
1868,623,Term 2,8000,8000,Paid,Razorpay (Online)
1869,623,Term 3,8000,8000,Paid,Cash
1870,624,Term 1,8000,8000,Paid,Cash
1871,624,Term 2,8000,8000,Paid,Razorpay (Online)
1872,624,Term 3,8000,8000,Paid,Bank Transfer
1873,625,Term 1,8000,8000,Paid,Razorpay (Online)
1874,625,Term 2,8000,8000,Paid,Cash
1875,625,Term 3,8000,8000,Paid,Razorpay (Online)
1876,626,Term 1,8000,8000,Paid,Cash
1877,626,Term 2,8000,8000,Paid,Razorpay (Online)
1878,626,Term 3,8000,0,Pending,
1879,627,Term 1,8000,3715,Overdue,
1880,627,Term 2,8000,8000,Paid,Cash
1881,627,Term 3,8000,8000,Paid,Cash
1882,628,Term 1,8000,0,Pending,
1883,628,Term 2,8000,8000,Paid,Razorpay (Online)
1884,628,Term 3,8000,8000,Paid,Bank Transfer
1885,629,Term 1,8000,8000,Paid,Razorpay (Online)
1886,629,Term 2,8000,8000,Paid,Cash
1887,629,Term 3,8000,0,Pending,
1888,630,Term 1,8000,8000,Paid,Razorpay (Online)
1889,630,Term 2,8000,8000,Paid,Cash
1890,630,Term 3,8000,8000,Paid,Cash
1891,631,Term 1,8000,0,Pending,
1892,631,Term 2,8000,1065,Overdue,
1893,631,Term 3,8000,8000,Paid,Cash
1894,632,Term 1,8000,8000,Paid,Razorpay (Online)
1895,632,Term 2,8000,3940,Overdue,
1896,632,Term 3,8000,0,Pending,
1897,633,Term 1,8000,8000,Paid,Razorpay (Online)
1898,633,Term 2,8000,8000,Paid,Razorpay (Online)
1899,633,Term 3,8000,0,Pending,
1900,634,Term 1,8000,8000,Paid,Bank Transfer
1901,634,Term 2,8000,8000,Paid,Bank Transfer
1902,634,Term 3,8000,8000,Paid,Razorpay (Online)
1903,635,Term 1,8000,8000,Paid,Razorpay (Online)
1904,635,Term 2,8000,8000,Paid,Cash
1905,635,Term 3,8000,3501,Overdue,
1906,636,Term 1,8000,8000,Paid,Razorpay (Online)
1907,636,Term 2,8000,3115,Overdue,
1908,636,Term 3,8000,8000,Paid,Bank Transfer
1909,637,Term 1,8000,8000,Paid,Cash
1910,637,Term 2,8000,8000,Paid,Razorpay (Online)
1911,637,Term 3,8000,8000,Paid,Cash
1912,638,Term 1,8000,8000,Paid,Bank Transfer
1913,638,Term 2,8000,8000,Paid,Bank Transfer
1914,638,Term 3,8000,8000,Paid,Razorpay (Online)
1915,639,Term 1,8000,8000,Paid,Bank Transfer
1916,639,Term 2,8000,8000,Paid,Bank Transfer
1917,639,Term 3,8000,8000,Paid,Razorpay (Online)
1918,640,Term 1,8000,8000,Paid,Cash
1919,640,Term 2,8000,0,Pending,
1920,640,Term 3,8000,0,Pending,
1921,641,Term 1,8000,8000,Paid,Razorpay (Online)
1922,641,Term 2,8000,8000,Paid,Razorpay (Online)
1923,641,Term 3,8000,8000,Paid,Cash
1924,642,Term 1,8000,8000,Paid,Cash
1925,642,Term 2,8000,8000,Paid,Razorpay (Online)
1926,642,Term 3,8000,0,Pending,
1927,643,Term 1,8000,8000,Paid,Razorpay (Online)
1928,643,Term 2,8000,8000,Paid,Cash
1929,643,Term 3,8000,8000,Paid,Bank Transfer
1930,644,Term 1,8000,8000,Paid,Cash
1931,644,Term 2,8000,0,Pending,
1932,644,Term 3,8000,8000,Paid,Cash
1933,645,Term 1,8000,1529,Overdue,
1934,645,Term 2,8000,0,Pending,
1935,645,Term 3,8000,8000,Paid,Razorpay (Online)
1936,646,Term 1,8000,8000,Paid,Cash
1937,646,Term 2,8000,8000,Paid,Razorpay (Online)
1938,646,Term 3,8000,8000,Paid,Razorpay (Online)
1939,647,Term 1,8000,8000,Paid,Razorpay (Online)
1940,647,Term 2,8000,8000,Paid,Bank Transfer
1941,647,Term 3,8000,8000,Paid,Razorpay (Online)
1942,648,Term 1,8000,176,Overdue,
1943,648,Term 2,8000,8000,Paid,Cash
1944,648,Term 3,8000,8000,Paid,Razorpay (Online)
1945,649,Term 1,8000,8000,Paid,Cash
1946,649,Term 2,8000,8000,Paid,Cash
1947,649,Term 3,8000,8000,Paid,Razorpay (Online)
1948,650,Term 1,8000,8000,Paid,Razorpay (Online)
1949,650,Term 2,8000,8000,Paid,Razorpay (Online)
1950,650,Term 3,8000,8000,Paid,Bank Transfer
1951,651,Term 1,8000,8000,Paid,Razorpay (Online)
1952,651,Term 2,8000,8000,Paid,Razorpay (Online)
1953,651,Term 3,8000,8000,Paid,Cash
1954,652,Term 1,8000,2483,Overdue,
1955,652,Term 2,8000,8000,Paid,Cash
1956,652,Term 3,8000,8000,Paid,Razorpay (Online)
1957,653,Term 1,8000,0,Pending,
1958,653,Term 2,8000,8000,Paid,Cash
1959,653,Term 3,8000,0,Pending,
1960,654,Term 1,8000,8000,Paid,Razorpay (Online)
1961,654,Term 2,8000,8000,Paid,Razorpay (Online)
1962,654,Term 3,8000,8000,Paid,Razorpay (Online)
1963,655,Term 1,8000,8000,Paid,Cash
1964,655,Term 2,8000,8000,Paid,Razorpay (Online)
1965,655,Term 3,8000,8000,Paid,Razorpay (Online)
1966,656,Term 1,8000,8000,Paid,Cash
1967,656,Term 2,8000,2812,Overdue,
1968,656,Term 3,8000,0,Pending,
1969,657,Term 1,8000,8000,Paid,Bank Transfer
1970,657,Term 2,8000,0,Pending,
1971,657,Term 3,8000,0,Pending,
1972,658,Term 1,8000,8000,Paid,Cash
1973,658,Term 2,8000,8000,Paid,Cash
1974,658,Term 3,8000,8000,Paid,Razorpay (Online)
1975,659,Term 1,8000,3816,Overdue,
1976,659,Term 2,8000,8000,Paid,Razorpay (Online)
1977,659,Term 3,8000,8000,Paid,Cash
1978,660,Term 1,8000,8000,Paid,Razorpay (Online)
1979,660,Term 2,8000,8000,Paid,Bank Transfer
1980,660,Term 3,8000,0,Pending,
1981,661,Term 1,8000,0,Pending,
1982,661,Term 2,8000,8000,Paid,Razorpay (Online)
1983,661,Term 3,8000,8000,Paid,Cash
1984,662,Term 1,8000,8000,Paid,Razorpay (Online)
1985,662,Term 2,8000,0,Pending,
1986,662,Term 3,8000,0,Pending,
1987,663,Term 1,8000,0,Pending,
1988,663,Term 2,8000,8000,Paid,Razorpay (Online)
1989,663,Term 3,8000,8000,Paid,Razorpay (Online)
1990,664,Term 1,8000,3085,Overdue,
1991,664,Term 2,8000,8000,Paid,Razorpay (Online)
1992,664,Term 3,8000,0,Pending,
1993,665,Term 1,8000,8000,Paid,Cash
1994,665,Term 2,8000,0,Pending,
1995,665,Term 3,8000,8000,Paid,Cash
1996,666,Term 1,8000,8000,Paid,Bank Transfer
1997,666,Term 2,8000,3250,Overdue,
1998,666,Term 3,8000,0,Pending,
1999,667,Term 1,8000,503,Overdue,
2000,667,Term 2,8000,8000,Paid,Cash
2001,667,Term 3,8000,8000,Paid,Cash
2002,668,Term 1,8000,0,Pending,
2003,668,Term 2,8000,8000,Paid,Cash
2004,668,Term 3,8000,8000,Paid,Cash
2005,669,Term 1,8000,8000,Paid,Razorpay (Online)
2006,669,Term 2,8000,8000,Paid,Razorpay (Online)
2007,669,Term 3,8000,3287,Overdue,
2008,670,Term 1,8000,0,Pending,
2009,670,Term 2,8000,8000,Paid,Razorpay (Online)
2010,670,Term 3,8000,8000,Paid,Cash
2011,671,Term 1,8000,8000,Paid,Razorpay (Online)
2012,671,Term 2,8000,0,Pending,
2013,671,Term 3,8000,8000,Paid,Razorpay (Online)
2014,672,Term 1,8000,0,Pending,
2015,672,Term 2,8000,8000,Paid,Razorpay (Online)
2016,672,Term 3,8000,0,Pending,
2017,673,Term 1,8000,8000,Paid,Bank Transfer
2018,673,Term 2,8000,8000,Paid,Bank Transfer
2019,673,Term 3,8000,8000,Paid,Cash
2020,674,Term 1,8000,0,Pending,
2021,674,Term 2,8000,8000,Paid,Cash
2022,674,Term 3,8000,8000,Paid,Razorpay (Online)
2023,675,Term 1,8000,8000,Paid,Bank Transfer
2024,675,Term 2,8000,0,Pending,
2025,675,Term 3,8000,3289,Overdue,
2026,676,Term 1,8000,8000,Paid,Cash
2027,676,Term 2,8000,8000,Paid,Razorpay (Online)
2028,676,Term 3,8000,0,Pending,
2029,677,Term 1,8000,8000,Paid,Razorpay (Online)
2030,677,Term 2,8000,8000,Paid,Razorpay (Online)
2031,677,Term 3,8000,8000,Paid,Bank Transfer
2032,678,Term 1,8000,8000,Paid,Cash
2033,678,Term 2,8000,8000,Paid,Razorpay (Online)
2034,678,Term 3,8000,0,Pending,
2035,679,Term 1,8000,0,Pending,
2036,679,Term 2,8000,8000,Paid,Bank Transfer
2037,679,Term 3,8000,8000,Paid,Razorpay (Online)
2038,680,Term 1,8000,8000,Paid,Cash
2039,680,Term 2,8000,8000,Paid,Razorpay (Online)
2040,680,Term 3,8000,8000,Paid,Cash
2041,681,Term 1,8000,8000,Paid,Razorpay (Online)
2042,681,Term 2,8000,8000,Paid,Razorpay (Online)
2043,681,Term 3,8000,8000,Paid,Razorpay (Online)
2044,682,Term 1,8000,8000,Paid,Razorpay (Online)
2045,682,Term 2,8000,8000,Paid,Razorpay (Online)
2046,682,Term 3,8000,3678,Overdue,
2047,683,Term 1,8000,0,Pending,
2048,683,Term 2,8000,2971,Overdue,
2049,683,Term 3,8000,8000,Paid,Razorpay (Online)
2050,684,Term 1,8000,1783,Overdue,
2051,684,Term 2,8000,8000,Paid,Cash
2052,684,Term 3,8000,0,Pending,
2053,685,Term 1,8000,8000,Paid,Razorpay (Online)
2054,685,Term 2,8000,8000,Paid,Cash
2055,685,Term 3,8000,0,Pending,
2056,686,Term 1,8000,3791,Overdue,
2057,686,Term 2,8000,8000,Paid,Bank Transfer
2058,686,Term 3,8000,8000,Paid,Bank Transfer
2059,687,Term 1,8000,8000,Paid,Razorpay (Online)
2060,687,Term 2,8000,8000,Paid,Razorpay (Online)
2061,687,Term 3,8000,0,Pending,
2062,688,Term 1,8000,0,Pending,
2063,688,Term 2,8000,8000,Paid,Razorpay (Online)
2064,688,Term 3,8000,1480,Overdue,
2065,689,Term 1,8000,8000,Paid,Razorpay (Online)
2066,689,Term 2,8000,0,Pending,
2067,689,Term 3,8000,8000,Paid,Cash
2068,690,Term 1,8000,8000,Paid,Cash
2069,690,Term 2,8000,0,Pending,
2070,690,Term 3,8000,8000,Paid,Bank Transfer
2071,691,Term 1,8000,8000,Paid,Cash
2072,691,Term 2,8000,8000,Paid,Razorpay (Online)
2073,691,Term 3,8000,8000,Paid,Cash
2074,692,Term 1,8000,8000,Paid,Bank Transfer
2075,692,Term 2,8000,0,Pending,
2076,692,Term 3,8000,8000,Paid,Cash
2077,693,Term 1,8000,8000,Paid,Bank Transfer
2078,693,Term 2,8000,0,Pending,
2079,693,Term 3,8000,8000,Paid,Bank Transfer
2080,694,Term 1,8000,8000,Paid,Cash
2081,694,Term 2,8000,8000,Paid,Razorpay (Online)
2082,694,Term 3,8000,8000,Paid,Razorpay (Online)
2083,695,Term 1,8000,8000,Paid,Bank Transfer
2084,695,Term 2,8000,2250,Overdue,
2085,695,Term 3,8000,8000,Paid,Cash
2086,696,Term 1,8000,8000,Paid,Razorpay (Online)
2087,696,Term 2,8000,0,Pending,
2088,696,Term 3,8000,8000,Paid,Cash
2089,697,Term 1,8000,8000,Paid,Razorpay (Online)
2090,697,Term 2,8000,2288,Overdue,
2091,697,Term 3,8000,8000,Paid,Razorpay (Online)
2092,698,Term 1,8000,0,Pending,
2093,698,Term 2,8000,8000,Paid,Cash
2094,698,Term 3,8000,0,Pending,
2095,699,Term 1,8000,8000,Paid,Razorpay (Online)
2096,699,Term 2,8000,8000,Paid,Razorpay (Online)
2097,699,Term 3,8000,2772,Overdue,
2098,700,Term 1,8000,1993,Overdue,
2099,700,Term 2,8000,8000,Paid,Razorpay (Online)
2100,700,Term 3,8000,0,Pending,
2101,701,Term 1,8000,8000,Paid,Cash
2102,701,Term 2,8000,8000,Paid,Bank Transfer
2103,701,Term 3,8000,0,Pending,
2104,702,Term 1,8000,2599,Overdue,
2105,702,Term 2,8000,8000,Paid,Razorpay (Online)
2106,702,Term 3,8000,8000,Paid,Razorpay (Online)
2107,703,Term 1,8000,0,Pending,
2108,703,Term 2,8000,8000,Paid,Razorpay (Online)
2109,703,Term 3,8000,0,Pending,
2110,704,Term 1,8000,8000,Paid,Bank Transfer
2111,704,Term 2,8000,8000,Paid,Razorpay (Online)
2112,704,Term 3,8000,0,Pending,
2113,705,Term 1,8000,8000,Paid,Razorpay (Online)
2114,705,Term 2,8000,8000,Paid,Bank Transfer
2115,705,Term 3,8000,3290,Overdue,
2116,706,Term 1,8000,8000,Paid,Cash
2117,706,Term 2,8000,2424,Overdue,
2118,706,Term 3,8000,3069,Overdue,
2119,707,Term 1,8000,8000,Paid,Razorpay (Online)
2120,707,Term 2,8000,8000,Paid,Razorpay (Online)
2121,707,Term 3,8000,8000,Paid,Razorpay (Online)
2122,708,Term 1,8000,8000,Paid,Bank Transfer
2123,708,Term 2,8000,8000,Paid,Razorpay (Online)
2124,708,Term 3,8000,8000,Paid,Razorpay (Online)
2125,709,Term 1,8000,8000,Paid,Cash
2126,709,Term 2,8000,8000,Paid,Cash
2127,709,Term 3,8000,8000,Paid,Cash
2128,710,Term 1,8000,8000,Paid,Razorpay (Online)
2129,710,Term 2,8000,8000,Paid,Razorpay (Online)
2130,710,Term 3,8000,8000,Paid,Razorpay (Online)
2131,711,Term 1,8000,8000,Paid,Razorpay (Online)
2132,711,Term 2,8000,0,Pending,
2133,711,Term 3,8000,8000,Paid,Razorpay (Online)
2134,712,Term 1,8000,8000,Paid,Cash
2135,712,Term 2,8000,8000,Paid,Razorpay (Online)
2136,712,Term 3,8000,8000,Paid,Razorpay (Online)
2137,713,Term 1,8000,8000,Paid,Razorpay (Online)
2138,713,Term 2,8000,0,Pending,
2139,713,Term 3,8000,8000,Paid,Razorpay (Online)
2140,714,Term 1,8000,0,Pending,
2141,714,Term 2,8000,8000,Paid,Razorpay (Online)
2142,714,Term 3,8000,8000,Paid,Razorpay (Online)
2143,715,Term 1,8000,0,Pending,
2144,715,Term 2,8000,0,Pending,
2145,715,Term 3,8000,8000,Paid,Razorpay (Online)
2146,716,Term 1,8000,3631,Overdue,
2147,716,Term 2,8000,8000,Paid,Razorpay (Online)
2148,716,Term 3,8000,8000,Paid,Cash
2149,717,Term 1,8000,0,Pending,
2150,717,Term 2,8000,8000,Paid,Cash
2151,717,Term 3,8000,0,Pending,
2152,718,Term 1,8000,8000,Paid,Razorpay (Online)
2153,718,Term 2,8000,8000,Paid,Razorpay (Online)
2154,718,Term 3,8000,8000,Paid,Cash
2155,719,Term 1,8000,8000,Paid,Bank Transfer
2156,719,Term 2,8000,8000,Paid,Cash
2157,719,Term 3,8000,0,Pending,
2158,720,Term 1,8000,8000,Paid,Razorpay (Online)
2159,720,Term 2,8000,8000,Paid,Cash
2160,720,Term 3,8000,8000,Paid,Bank Transfer
2161,721,Term 1,8667,0,Pending,
2162,721,Term 2,8667,8667,Paid,Cash
2163,721,Term 3,8667,8667,Paid,Bank Transfer
2164,722,Term 1,8667,8667,Paid,Bank Transfer
2165,722,Term 2,8667,8667,Paid,Razorpay (Online)
2166,722,Term 3,8667,0,Pending,
2167,723,Term 1,8667,8667,Paid,Cash
2168,723,Term 2,8667,0,Pending,
2169,723,Term 3,8667,0,Pending,
2170,724,Term 1,8667,0,Pending,
2171,724,Term 2,8667,8667,Paid,Razorpay (Online)
2172,724,Term 3,8667,8667,Paid,Razorpay (Online)
2173,725,Term 1,8667,426,Overdue,
2174,725,Term 2,8667,8667,Paid,Razorpay (Online)
2175,725,Term 3,8667,8667,Paid,Cash
2176,726,Term 1,8667,8667,Paid,Cash
2177,726,Term 2,8667,0,Pending,
2178,726,Term 3,8667,8667,Paid,Razorpay (Online)
2179,727,Term 1,8667,8667,Paid,Bank Transfer
2180,727,Term 2,8667,8667,Paid,Cash
2181,727,Term 3,8667,8667,Paid,Cash
2182,728,Term 1,8667,8667,Paid,Razorpay (Online)
2183,728,Term 2,8667,8667,Paid,Cash
2184,728,Term 3,8667,8667,Paid,Cash
2185,729,Term 1,8667,0,Pending,
2186,729,Term 2,8667,0,Pending,
2187,729,Term 3,8667,0,Pending,
2188,730,Term 1,8667,0,Pending,
2189,730,Term 2,8667,8667,Paid,Bank Transfer
2190,730,Term 3,8667,8667,Paid,Razorpay (Online)
2191,731,Term 1,8667,8667,Paid,Razorpay (Online)
2192,731,Term 2,8667,8667,Paid,Razorpay (Online)
